abnormalities, multiple	adenocarcinoma	adrenal gland diseases	albuminuria	alzheimer disease	amino acid metabolism, inborn errors	amyotrophic lateral sclerosis	anemia	anemia, aplastic	anemia, hemolytic	aneurysm	ankylosis	arrhythmias, cardiac	arteriosclerosis	arthritis	arthritis, rheumatoid	asthma	ataxia	autoimmune diseases	autoimmune diseases of the nervous system	bacterial infections	basal ganglia diseases	behcet syndrome	blood coagulation disorders	blood platelet disorders	blood protein disorders	bone diseases	bone diseases, developmental	bone diseases, metabolic	bone marrow diseases	brain diseases	brain diseases, metabolic	brain diseases, metabolic, inborn	breast diseases	breast neoplasms	bronchial diseases	carbohydrate metabolism, inborn errors	carcinoma	carcinoma, renal cell	cardiomegaly	cardiomyopathies	cardiomyopathy, dilated	cardiomyopathy, hypertrophic	cardiomyopathy, hypertrophic, familial	cardiovascular abnormalities	carotid artery diseases	celiac disease	central nervous system diseases	cerebellar ataxia	cerebellar diseases	cerebrovascular disorders	charcot-marie-tooth disease	cholestasis	cholestasis, intrahepatic	chromosome disorders	colitis	colitis, ulcerative	collagen diseases	colorectal neoplasms	congenital abnormalities	congenital disorders of glycosylation	connective tissue diseases	coronary artery disease	coronary disease	cranial nerve diseases	craniofacial abnormalities	crohn disease	death	death, sudden	death, sudden, cardiac	dementia	demyelinating diseases	diabetes mellitus	diabetes mellitus, type 1	diabetes mellitus, type 2	digestive system neoplasms	disorders of sex development	dna repair-deficiency disorders	dwarfism	dyskinesias	dysostoses	dyssomnias	ectodermal dysplasia	epilepsy	exophthalmos	eye diseases, hereditary	female urogenital diseases	gastrointestinal diseases	gastrointestinal neoplasms	genetic diseases, inborn	genetic diseases, x-linked	genital diseases, male	genital neoplasms, female	glioma	glomerulonephritis	goiter	gout	graves disease	hair diseases	head and neck neoplasms	heart arrest	heart defects, congenital	heart diseases	hematologic diseases	hemorrhagic disorders	hereditary sensory and motor neuropathy	heredodegenerative disorders, nervous system	hyperinsulinism	hypersensitivity	hypersensitivity, immediate	hyperthyroidism	hypopigmentation	hypothalamic diseases	hypotrichosis	immunologic deficiency syndromes	inflammatory bowel diseases	insulin resistance	intestinal diseases	intestinal neoplasms	joint diseases	keratosis	kidney diseases	kidney neoplasms	leprosy	leukemia	leukemia, lymphocytic, chronic, b-cell	leukemia, lymphoid	leukemia, myeloid	leukemia, myeloid, acute	limb deformities, congenital	lipid metabolism disorders	lipid metabolism, inborn errors	lipidoses	liver cirrhosis	liver cirrhosis, biliary	liver diseases	lung diseases	lung diseases, obstructive	lung neoplasms	lupus erythematosus, systemic	lymphatic diseases	lymphoma	lymphoma, non-hodgkin	lymphoproliferative disorders	lysosomal storage diseases	macular degeneration	malabsorption syndromes	malformations of cortical development	mental retardation, x-linked	metabolic diseases	metabolic syndrome x	metabolism, inborn errors	metal metabolism, inborn errors	mitochondrial diseases	motor neuron disease	movement disorders	multiple sclerosis	muscular diseases	muscular dystrophies	musculoskeletal abnormalities	mycobacterium infections	myeloproliferative disorders	myocardial infarction	myocardial ischemia	neoplasms, germ cell and embryonal	neoplastic syndromes, hereditary	nephritis	nervous system malformations	neurodegenerative diseases	neuroectodermal tumors	neuroendocrine tumors	neurologic manifestations	neuromuscular diseases	obesity	ocular motility disorders	osteochondrodysplasias	osteoporosis	ovarian diseases	ovarian neoplasms	pancreatic diseases	parkinson disease	parkinsonian disorders	peripheral nervous system diseases	peroxisomal disorders	pigmentation disorders	polyneuropathies	precursor cell lymphoblastic leukemia-lymphoma	prostatic diseases	prostatic neoplasms	proteinuria	psoriasis	purine-pyrimidine metabolism, inborn errors	renal tubular transport, inborn errors	respiratory hypersensitivity	retinal degeneration	retinal diseases	retinal dystrophies	retinitis pigmentosa	rheumatic diseases	sarcoma	skin abnormalities	skin diseases	skin diseases, genetic	skin diseases, vascular	sleep disorders	spastic paraplegia, hereditary	spinal cord diseases	spinal diseases	spinocerebellar ataxias	spinocerebellar degenerations	spondylarthropathies	spondylitis, ankylosing	tauopathies	thyroid diseases	urogenital abnormalities	urogenital neoplasms	urologic diseases	urologic neoplasms	uveitis	varicose veins	vascular diseases	vasculitis	vision disorders
abnormalities, multiple	1.95171634631524	0.0881378936948303	0.0909313581211296	0.0987432764111579	0.0814907086192687	0.0850685343598772	0.0859546027418203	0.0817360842458821	0.0648696190182469	0.0759230019520293	0.104412431795425	0.0649670429864703	0.076458844104314	0.087550976177889	0.0804313514059245	0.0831997249120549	0.0532794926376459	0.0584770395366903	0.089780577695302	0.0875614857106064	0.0677369606126615	0.0736610439215103	0.0519235803637184	0.0633764586175282	0.0640636082574197	0.0789599973037432	0.132447685452977	0.130010334772881	0.096218810880133	0.104899233432035	0.116875573832082	0.0904248648630751	0.0904777343085954	0.094183526456294	0.0935143844803622	0.0573653028244532	0.0761649524288598	0.114951548506573	0.0781570269955873	0.0700664114321131	0.0727793282298122	0.0659495746563681	0.0546716407821757	0.0532373402795877	0.107178285007215	0.101805444960514	0.0971870741865789	0.116522258128816	0.0584770395366903	0.0574088796223433	0.101970002076431	0.0788195832688721	0.0754640857444398	0.0754640857444398	0.178132500496633	0.0876404276393511	0.0876404276393511	0.0865576033107235	0.0909787473937989	0.248875831231388	0.0641743830774381	0.0951056313596158	0.0839106516987169	0.0801274761848367	0.0869786962448499	0.143969080970189	0.0979738826592852	0.0728776626780278	0.0728776626780278	0.0741567554666698	0.0887322896174083	0.0958041311964118	0.104647675954081	0.102575765051179	0.12835138912006	0.098676391081953	0.0855926334578349	0.103278971040218	0.104252012120464	0.0705578973901447	0.103338024435726	0.0669686805489716	0.153503238979771	0.0842581397734481	0.0385352434907392	0.11342883841243	0.122233196410298	0.0948393970877254	0.0942116099828728	0.127345756452069	0.123997462209293	0.104232286091622	0.096997407282269	0.115210145010807	0.0814625724737819	0.0472884182877088	0.0805462608052719	0.0385352434907392	0.0974707771676267	0.112225010657039	0.0741567554666698	0.105618807859756	0.114933794770387	0.11069221459555	0.0870302856742852	0.0718888394422885	0.103259097431691	0.0774300391370513	0.0581726964203916	0.0581726964203916	0.0385352434907392	0.0827373743656544	0.148128440171053	0.0830809760614888	0.0968258305413186	0.0838113232869671	0.0774300391370513	0.0923978701202953	0.0909787473937989	0.0891340248069427	0.101630344453998	0.115518469575488	0.0812717866026201	0.0566061035131391	0.0963226300817413	0.107741736165657	0.0865065801134852	0.111844892450433	0.104164406152194	0.12540376214352	0.085520213499822	0.08378693749704	0.0626435562254966	0.074562969103473	0.0716596252670502	0.124579687812142	0.0841089450756792	0.0560774577260414	0.117708717759942	0.0947694417396273	0.0953673946540509	0.0985863572986689	0.093679021705861	0.0886103524564465	0.0639670281735021	0.0872767616456538	0.0971870741865789	0.103664903744345	0.101109995281293	0.10490839878607	0.0702483325238904	0.0957780002579708	0.079056629944647	0.0828019692262282	0.0969880345454268	0.0803883919946425	0.0868382247370653	0.0977794636498693	0.0911073734592891	0.167937057205081	0.0634953553379332	0.0984370309065493	0.101907755697812	0.0786005412198646	0.117799208781846	0.106217037744669	0.0810451227202939	0.106406640431082	0.10539042529143	0.113307889313474	0.0968897206323158	0.127995934614623	0.0954433551771371	0.075796784769066	0.0909865779162858	0.112493499880341	0.0832884495644072	0.0972950849242833	0.0938694314785998	0.119961516963815	0.0760274905437364	0.0763867198710416	0.0781200125632432	0.0905437613596631	0.114737656801375	0.0722872536310755	0.0863471220058604	0.0940060798985033	0.0940060798985033	0.0987432764111579	0.0953799990174597	0.0743180039570505	0.0928996094246772	0.0534566363148505	0.0869284402509317	0.0918042628944517	0.087455721340659	0.0901032541645805	0.0876337314188226	0.0955406078972208	0.157411903446138	0.145153294624739	0.149846318851949	0.057722162903367	0.0669686805489716	0.0880564778560231	0.0735165265196407	0.0654356817919055	0.0580233766841643	0.0540765984570702	0.0591856240217135	0.0649670429864703	0.0796111789332412	0.0806755015369152	0.0933348760107092	0.110418764985196	0.114720951870389	0.0928991287658591	0.0519235803637184	0.108891173691953	0.116075268166441	0.0541242472214508	0.121011869062479
adenocarcinoma	0.0881378936948303	2.46405185989763	0.079147328666783	0.0965767244407363	0.0642822565987104	0.0667488822910843	0.0865554337871194	0.0730467533764095	0.0684565288865436	0.0720631754879748	0.098167856251529	0.0687423637564443	0.0818670488155159	0.0714938558250053	0.0629003796286668	0.0754718077333155	0.0480284127872517	0.0390058639258491	0.0590745245649074	0.0680073351084798	0.0705827478268956	0.0660508984924248	0.0432612465384268	0.0592295438858325	0.0628521885994297	0.0796657645393293	0.0699885800271295	0.0639787817291224	0.0917867316342348	0.0925073982907606	0.059239428255659	0.0490497643003767	0.0489780719261696	0.0901142895772634	0.0870426977387844	0.0493919933293195	0.0611721349235628	0.429212529626263	0.382394081474633	0.0673475908496202	0.0686068284704235	0.065508332059613	0.056968803285081	0.0550368162088114	0.074286699827279	0.0953613450118366	0.0829387716362086	0.0604154186029765	0.0390058639258491	0.0396327806513876	0.088551053870175	0.0772068816194696	0.0605123532401755	0.0605123532401755	0.0916519309300328	0.0664527753585834	0.0664527753585834	0.086012194686246	0.0871562683572573	0.0712620303463986	0.0670877821309871	0.0698188858187902	0.0669132859765749	0.0622365230852301	0.0700990924758274	0.0896327183866767	0.073636720017397	0.0608317442166165	0.0608317442166165	0.0635481712749368	0.0695956086036765	0.068743345746568	0.0714661489071877	0.0800771028596997	0.0934526000248148	0.129400388496292	0.0731359742375107	0.0888977224236991	0.0746193997163178	0.0508504119636088	0.0739971055020774	0.0873757614740946	0.0923605935317909	0.0881490375496281	0.0542896340784213	0.059944144746408	0.0941069463582512	0.0651477155911817	0.0961400653650013	0.0611573796230204	0.0819558089393442	0.0705894124547928	0.0813048427295634	0.101844641923142	0.100326886687851	0.0622118479142071	0.0755246069482523	0.0542896340784213	0.0914906910762602	0.108248904786796	0.0635481712749368	0.074332765220639	0.0755729237740814	0.0812425560547704	0.0679666568327038	0.0536477558655912	0.0647337688924527	0.085013383077773	0.0500450891793519	0.0500450891793519	0.0542896340784213	0.075687124639904	0.0821304314508313	0.0860734781047594	0.0822824774783037	0.0571381775568792	0.085013383077773	0.0594386251924056	0.0871562683572573	0.0634281962364074	0.102199391336298	0.113570820965871	0.375554416945802	0.0619268696451226	0.0712115346491065	0.102587875701138	0.0706590375004425	0.0983937088658061	0.0965469335748959	0.08077607924192	0.0617865164459826	0.060834560151826	0.0540057332688918	0.0669783914402568	0.0655684567103817	0.111957586344989	0.0575619184595764	0.0489672023229363	0.0931152057020368	0.088026674339505	0.0701319484256993	0.113295610364534	0.109710851796644	0.0687764047770546	0.0440971954546643	0.0851867578924672	0.0829387716362086	0.11051162137267	0.0824101110959249	0.0602204336303506	0.0710014988205249	0.0509913130398315	0.0753511014663797	0.0870640454295087	0.0899132243167626	0.0666477495824475	0.0765530107835876	0.0799499125027536	0.0838952593038895	0.0753252483969555	0.0644697040346883	0.0911423518781894	0.103733393556613	0.0620337315053582	0.117090373084935	0.120934515596329	0.0942269598488603	0.0631940409870163	0.0663053871335994	0.11582593949607	0.11823526637654	0.0715417385309734	0.0652937360421575	0.0770603854927735	0.0818769400872325	0.0783917030426399	0.0875286597568175	0.075093171411136	0.0774808425599198	0.101361096701943	0.0669281904192401	0.067261466138227	0.0548339043379337	0.0616738248928795	0.0924410930659539	0.0525263091481713	0.0729516026740573	0.0764047421528462	0.0764047421528462	0.0965767244407363	0.0886185689758423	0.0719644993007837	0.0840379904193626	0.0480215563176786	0.0522531629531435	0.0540885274365232	0.0525321391990213	0.0525366913418191	0.0670015635400561	0.0971327874006208	0.0826552128639289	0.0808541158645357	0.0780564024775334	0.0482355355730099	0.0873757614740946	0.0765131694906149	0.0542930523477876	0.0594515495476562	0.0399425747173142	0.0413915096706997	0.0559141318623625	0.0687423637564443	0.0603667089040888	0.0771325329130156	0.0709387982829727	0.119890727660038	0.101901220951859	0.296068835072158	0.0432612465384268	0.0951063838530334	0.0766597831984795	0.0454630729133488	0.0793766109947397
adrenal gland diseases	0.0909313581211296	0.079147328666783	1.83066848392945	0.10836736072674	0.0716972954255275	0.0904385563662248	0.106477138625997	0.0880558211562129	0.0918136022007221	0.086661619361732	0.111645551823735	0.0697199594821734	0.109057741270664	0.0669602236049589	0.0583786903373428	0.0698987352039767	0.045298277029887	0.0521289126603398	0.064662517258304	0.0638226791963232	0.0612927213100653	0.0748079958661523	0.0646536132414493	0.0649913870950241	0.0656642761336564	0.0959879983909316	0.0748207031594114	0.0783204505707868	0.092730171946974	0.09811448173763	0.0680209205439887	0.0668325016650464	0.0666801718987609	0.100216245865104	0.0960855627697338	0.0480701802877266	0.0627406264079261	0.0858997250246999	0.0773053922004847	0.0701781552230655	0.0671849955638632	0.0673203514332784	0.0711641512783004	0.0713667510900309	0.0899886125582466	0.0966684334092163	0.0808514281349045	0.0694288409439786	0.0521289126603398	0.0524236750630047	0.0884073559596659	0.085807470483002	0.0635982650907501	0.0635982650907501	0.106925705205946	0.0837736654968832	0.0837736654968832	0.0945270796363012	0.0927563379934927	0.0857808552603625	0.0687735446602821	0.0679613784561884	0.06781422730982	0.0647448344020135	0.0844612544272157	0.0927391837051623	0.0748689161013512	0.0969440171041393	0.0969440171041393	0.0956956920149	0.0794489501267706	0.0708672079372626	0.0730293330842461	0.0733467001436761	0.105206477094187	0.086344013250028	0.216887190264258	0.111390670306984	0.0941395608444089	0.0686540996669939	0.0939969380927572	0.0916599179373409	0.0947750355510854	0.096589369957289	0.0454688294724104	0.065053369141466	0.0916576369971858	0.0672529442469477	0.0918301887152001	0.0700543776177277	0.0923764670595569	0.0756971015438491	0.0930690955212239	0.125725112860778	0.0780750902891954	0.0487147696155684	0.0912063792252828	0.0454688294724104	0.091557810661361	0.105930785225612	0.0956956920149	0.0955975513138467	0.0824248387568781	0.0835455783363463	0.0714772678937555	0.0625933852034138	0.0716021981161482	0.0953790928338923	0.0485566933883463	0.0485566933883463	0.0454688294724104	0.0748384057028462	0.0984898324705675	0.0949269370471899	0.0982230470363278	0.063505523554507	0.0953790928338923	0.0638226844487587	0.0927563379934927	0.0593748563420541	0.105779589144696	0.084112973453542	0.0811676069881595	0.0621165526870575	0.0751838058035431	0.112731970268016	0.0758827087609378	0.100461180571485	0.101197611629723	0.11146279230451	0.0720369403663686	0.0699830582428572	0.0629761458651103	0.0678122545392711	0.0664676772200494	0.0779844037511333	0.0606605883060893	0.0469807868342281	0.115035992967181	0.0752874204179788	0.068795354331846	0.0928098384382469	0.0892694993488711	0.0681895247067835	0.0513069928051521	0.0915460981733447	0.0808514281349045	0.118255598305173	0.0959480289583053	0.0705495477431392	0.0873150609797683	0.0670776381542537	0.0902258371881953	0.101586990364043	0.115230616651263	0.0780461737572938	0.0647414628797517	0.0845906755031492	0.0886268592511989	0.0858342051036397	0.0585990935076649	0.0938065228017099	0.145885898450716	0.0697850172678176	0.0947464181872314	0.112718255916728	0.0718120863893686	0.0721981854567586	0.0704194662823545	0.0935397323403686	0.0931654621415672	0.0845929951142074	0.0704630316898294	0.0954867858952567	0.0917513464571898	0.0949111429528755	0.0818072161499086	0.106082888729095	0.0875771859242618	0.110976752977644	0.0801889960063654	0.0791990173202381	0.0629951384998474	0.101088894159477	0.0842113878399315	0.0618939118065701	0.0856129682178188	0.0815004105795419	0.0815004105795419	0.10836736072674	0.0789089931750912	0.0817463429838618	0.143862708985745	0.046093494299119	0.0634946740083112	0.0627608040982597	0.0621070727825589	0.0619171752418256	0.0649318859505912	0.103984995041218	0.0929825028618987	0.0783266185664182	0.0771794874604233	0.0694172923123463	0.0916599179373409	0.0904049177954317	0.0679180409469123	0.059959605989463	0.0526877978794259	0.0534715873732139	0.0563998347200645	0.0697199594821734	0.0672904912520131	0.0708932179811753	0.157704634591286	0.0744511993417619	0.0789516709606395	0.0802634625529069	0.0646536132414493	0.125445667881819	0.0762361395636286	0.0663979005824041	0.118882876423788
albuminuria	0.0987432764111579	0.0965767244407363	0.10836736072674	2.43812615518402	0.0996822354676439	0.0843704025411415	0.128825154342296	0.120153103287131	0.131474321914515	0.116798791609166	0.147747395210693	0.101564028591455	0.130350228435042	0.0940398964029893	0.081217205389833	0.0928564235927824	0.0643193064366852	0.0594082410586899	0.0705214078525485	0.0779241766623084	0.076782638775801	0.0961766340153623	0.068141118363154	0.0912507404741969	0.0870338338658313	0.13295033484597	0.0866591305464445	0.082899682201828	0.114931748162831	0.12004398932207	0.0797953555180833	0.070370716558122	0.0699479576918467	0.0953178774442436	0.0944348949044287	0.0692882572474547	0.0820022464278861	0.111704436080545	0.106351274687073	0.0988782598397463	0.0888555565961909	0.0984240016178682	0.0967103575713905	0.09654022436043	0.116226167949519	0.149690175429746	0.142235476701443	0.0798721562522823	0.0594082410586899	0.0594353264062404	0.126829614462215	0.110644715388313	0.0876458540321352	0.0876458540321352	0.12834711194338	0.0987853526556131	0.0987853526556131	0.119610878360491	0.106904421123105	0.0906496903639081	0.0785703242035446	0.0774991180377304	0.101756401380391	0.0924551666991641	0.118850864100259	0.109624637085308	0.106873342040024	0.0971664792423034	0.0971664792423034	0.100643813609008	0.099129808806199	0.0798646867841572	0.0930534977491055	0.0922217053611316	0.145636983739521	0.0899526021807641	0.105218520996939	0.109649970338288	0.131279708585296	0.0706389320749642	0.107365432513531	0.115256940372127	0.130071823907734	0.150422794148576	0.0661185388852737	0.0754036039103307	0.117121494743228	0.0797935888952542	0.0916750810874319	0.0772863760276216	0.107328452176208	0.0781604270279246	0.10004829416506	0.152216838318094	0.122369073140541	0.0758400248668744	0.143753947646351	0.0661185388852737	0.121628147686066	0.12256400550202	0.100643813609008	0.117542306538874	0.0981491667331021	0.105951777731174	0.0952912433216693	0.081814284785646	0.0860216012600808	0.123455540300902	0.0645935144086341	0.0645935144086341	0.0661185388852737	0.0940861879135478	0.146192472395092	0.11952731430814	0.141923353146543	0.0790593101919979	0.123455540300902	0.0817184414854711	0.106904421123105	0.0820139630744917	0.14195475822367	0.0840448990732117	0.106513268506137	0.0815968669450601	0.0872040563800724	0.148151959091442	0.09555152600887	0.114676758671671	0.120947388173827	0.119230880944699	0.0844581615142063	0.0810465854848595	0.0717878179192581	0.0931411108418778	0.0937918804590441	0.0899743360449051	0.0778283206139348	0.0657073100741714	0.14156184667979	0.0933383918126332	0.0819666731921041	0.115816513944642	0.116361020148989	0.0821479843036341	0.0691857128110117	0.107839801840423	0.142235476701443	0.163609701376884	0.118683246986349	0.0767709430499762	0.119670645063679	0.0655960664557835	0.102030893202449	0.111138290087694	0.12504666594283	0.100067515528056	0.0814608980392453	0.109401099125987	0.117974282220756	0.0921024387240305	0.0733656681842262	0.136655494716041	0.145527168000597	0.085948072035176	0.113346300795728	0.113199185321989	0.110757797043855	0.0904111424436533	0.0867734728957534	0.112876577768583	0.112554499500082	0.0928826084550608	0.0847753569567264	0.141741712131099	0.138685743688337	0.0958631435098398	0.120962598867866	0.107585305270435	0.105414037044849	0.144947640759969	0.107081651446819	0.108945945461219	0.0831643767417481	0.0874852504312821	0.110540903113887	0.0801950384676275	0.117517481529715	0.0877789684028052	0.0877789684028052	2.43812615518402	0.0955659626289942	0.126066980628072	0.105911475277707	0.0625578055278903	0.064408079392447	0.0673155345049562	0.0669517356992187	0.0683879510703006	0.0911670403045859	0.148433346203361	0.100954673023406	0.0874050378056578	0.0878782310842904	0.0851332503361924	0.115256940372127	0.140033509710442	0.0726275322958114	0.0877295967741789	0.0611144217040874	0.0611248210499148	0.0878226726673426	0.101564028591455	0.0967940149464506	0.109150465389401	0.092006956743417	0.0787241405099495	0.128918022481448	0.0949095437423959	0.068141118363154	0.160176910001243	0.0958150119911215	0.0793100669878855	0.113195926747904
alzheimer disease	0.0814907086192687	0.0642822565987104	0.0716972954255275	0.0996822354676439	2.2239460120067	0.0787929316092339	0.0889227464382582	0.0743315700483224	0.0652790335146407	0.0855302400076858	0.101228360682006	0.0652263387073536	0.0775638649419852	0.0803203478548261	0.0558528925673983	0.0716522783582648	0.037724357029908	0.0372269295569772	0.0584465166244347	0.0619249745479257	0.081284907006519	0.0984850282759797	0.0585677838262342	0.0663849743516706	0.0777970216978145	0.0912645168437032	0.0643158899131114	0.0614556679933979	0.0790751770381317	0.084478039581422	0.0920533001755551	0.0740017358121074	0.0739989480984639	0.0790364054247266	0.0781625890473721	0.0396622201881593	0.0720368260784579	0.0738354865643704	0.0684959679052931	0.081157144022759	0.0746786412997937	0.0806933834916249	0.0642819868156554	0.0633294463447606	0.0794643370152758	0.0939452762764925	0.0871845926715965	0.0875588053653287	0.0372269295569772	0.0375473938589164	0.114433502715943	0.0748162068220578	0.0606704790122071	0.0606704790122071	0.0874189025878555	0.0744849297206815	0.0744849297206815	0.0928946458528494	0.0756300990269938	0.0685287953950783	0.0702394041117913	0.0676830748010255	0.0688379189803546	0.0675248812706303	0.109225508240724	0.0873567385446853	0.074718248200755	0.0770644048020553	0.0770644048020553	0.0766109330180474	0.570895464051085	0.0676836848060993	0.0730781531279852	0.0765710631333954	0.0975178035946026	0.0704978232137939	0.0726174412206077	0.0734649679806474	0.0766746574605396	0.0457617702830227	0.0684394292347719	0.0731351883769973	0.113344222987715	0.089200342634754	0.0392000208383513	0.0654787946096541	0.0654641082828463	0.0570207935723211	0.0710891561738955	0.0622364245982821	0.0802890029583896	0.0660903558201743	0.0853962332448715	0.0967134288962557	0.0942343518458207	0.0517301937626154	0.0746477911897558	0.0392000208383513	0.075725789413875	0.0995834329033553	0.0766109330180474	0.0822568643657634	0.0827561860561776	0.0785451443814411	0.0757615724983031	0.054608043397561	0.0672289358949549	0.0746748549021984	0.0407755311862835	0.0407755311862835	0.0392000208383513	0.0819763448357763	0.0862239481610452	0.0710281429573387	0.0906779832028062	0.0565911006557716	0.0746748549021984	0.056422900151749	0.0756300990269938	0.0567208303080115	0.0916684655899209	0.0684882211660473	0.0678736189958702	0.0548348107496325	0.065239269082396	0.113350238583564	0.0661453930753776	0.0907516811652124	0.082303377894123	0.083572035975643	0.0985967727774921	0.0977461287832992	0.0949900723382032	0.0617964283357768	0.0603535618499601	0.0636885194354901	0.051180301111	0.0391986913702775	0.0923805357817166	0.0796027629643032	0.0668889865039456	0.087872293043782	0.0842491081220879	0.0628395785132344	0.0805916891674838	0.0896559679850275	0.0871845926715965	0.0967511903391404	0.0780518055570981	0.0632904032321131	0.0652903545564896	0.0609854111125853	0.0831127566195786	0.102050461223862	0.0815622917532581	0.101201924845754	0.0646421134139166	0.0826617606815243	0.0747164180062712	0.0758032952274052	0.0629577961805672	0.0995801328065217	0.113425082823118	0.0741350801785359	0.0757019022915064	0.0776206911925791	0.0963106952635367	0.0651516890861199	0.111982766555557	0.076503603465151	0.0756627205055104	0.071009805471986	0.0637283130547775	0.0833304549334417	0.108449026098358	0.0784033927192623	0.0760862436289952	0.0864329698946636	0.0895946739598976	0.109796102284263	0.118868216958635	0.116619728507684	0.0587082858054614	0.0596124003310236	0.0829714222170416	0.0559127120693709	0.0688566773643428	0.0708921686359783	0.0708921686359783	0.0996822354676439	0.0783856122154418	0.0671798212875106	0.0816605734454686	0.0382219092295684	0.0569972426254563	0.0598414163165654	0.0571992091857779	0.0571384951544047	0.0622869210463074	0.0879713858952791	0.0864780966785309	0.0731836008628497	0.0706698883319748	0.0731266882976136	0.0731351883769973	0.0851845459970137	0.0471875005389319	0.0586329812121855	0.0377188892702874	0.0385475310429904	0.0571249762588124	0.0652263387073536	0.675764096745846	0.0741319291161604	0.0760620229672452	0.0645637677781219	0.0652197469018553	0.0665672999599441	0.0585677838262342	0.119736269161934	0.0884411107878914	0.0612262030947523	0.0870683200939205
amino acid metabolism, inborn errors	0.0850685343598772	0.0667488822910843	0.0904385563662248	0.0843704025411415	0.0787929316092339	1.73571939423136	0.0901687393271554	0.0737214091116051	0.0561108247201791	0.0729437621219109	0.0677179699754549	0.0549706830420734	0.0724630966080313	0.0643109936157786	0.0562859106476057	0.0639131884642444	0.0406647111871795	0.0496141702195837	0.0624139081251316	0.0644075610346941	0.0641363710482347	0.0791426435323067	0.0591048953772521	0.0876654440812243	0.10063590778654	0.070094653605754	0.0642541904276621	0.0607523437454149	0.0730306405121507	0.0811577744615772	0.086693148265578	0.129867740817116	0.130195378828945	0.0709796263424237	0.070073787052682	0.0431230015968815	0.0807861305678105	0.0738782251364653	0.0707189373139316	0.0639472188669001	0.0645348106941012	0.0625830770162864	0.0539440390603531	0.052749445362683	0.0721275865593852	0.086586675205403	0.0831901915344997	0.0848096562792158	0.0496141702195837	0.0482935217509042	0.088068504718461	0.0708843047335463	0.060436000900229	0.060436000900229	0.0800937064830312	0.0830313832899001	0.0830313832899001	0.0714883542529908	0.0672740981825953	0.0710596228199703	0.0677265720920886	0.0674286393245916	0.0583002259895245	0.0614508866697484	0.0914986773868271	0.0703091728738926	0.0683546949296245	0.0580929759772349	0.0580929759772349	0.0571751794060182	0.086013567310994	0.06924466005022	0.0813810490596084	0.0732672296651744	0.108279744765409	0.0753140431360567	0.0779238731553935	0.0693152717800471	0.0722920652691281	0.0626266228908477	0.0636437363136386	0.0604084530168844	0.0855374138662279	0.0750903173670958	0.035494216225583	0.0963764583708605	0.0694887817726537	0.0628823481960337	0.0753427828341859	0.0773749877453277	0.0876769914606122	0.0783012017648486	0.0693926970926119	0.0788521470083505	0.0650659175746112	0.0432068770166764	0.0609052875576111	0.035494216225583	0.0713705025033333	0.09613992132409	0.0571751794060182	0.0741191110841229	0.0730758508055446	0.0875690513737659	0.0858683235104006	0.0605344744961504	0.0738459424674089	0.066131648846972	0.0440206953701882	0.0440206953701882	0.035494216225583	0.164172952045851	0.0791253111537469	0.0653215647274909	0.0783058680853477	0.0644312661880788	0.066131648846972	0.061265964226268	0.0672740981825953	0.0573230767672472	0.0834112634953565	0.0687707621538297	0.0697158527897174	0.051424220034116	0.0703547460544097	0.106167335456833	0.0670646743759779	0.0860700463525688	0.0793961627222927	0.0715355383984798	0.0710051482561268	0.0705910759800422	0.057653795166437	0.058046160464776	0.0564629266771809	0.0781691003853078	0.051514107793047	0.0406810170198364	0.0818632327877842	0.0797334692793168	0.0646682945274318	0.0857091203645637	0.0797984858243897	0.0617913560008042	0.0566325192368123	0.0747241054627909	0.0831901915344997	0.0796547818094094	0.0863744336840711	0.0879038379326756	0.0650638172676835	0.11172976585905	0.0652068393425685	0.153590800678035	0.0931725976866556	0.0830044458703326	0.0669212501928628	0.0836043695116719	0.0800943040324706	0.0660421737851042	0.0593247833235596	0.0730936533574923	0.0789650396506613	0.0589042347899138	0.0780641403884564	0.0644050083906271	0.0674288960262642	0.0678355719864455	0.0755806244871378	0.075185464608946	0.0840773129467839	0.0786206692313548	0.0711933288153366	0.07022995471666	0.0765919568831364	0.0689551914398622	0.0632455631082051	0.0712860012137704	0.0660131959481515	0.088832299244718	0.0749073010343732	0.0744762578681156	0.0622555244659645	0.0755609693023901	0.149181253238969	0.0614269209605003	0.0608204985973731	0.0810200212356262	0.0810200212356262	0.0843704025411415	0.0822311874852879	0.0597508514708282	0.0792778214470358	0.041153007664734	0.0545744007940251	0.0560001167100607	0.0521665601455774	0.0524869082930941	0.0605086665225118	0.0765315958916613	0.0750194917727171	0.0866425142217372	0.103396148533368	0.063913998155266	0.0604084530168844	0.0805392752762377	0.0632974734933574	0.0498142204959532	0.0490401351853066	0.0480485308513024	0.0470560526607553	0.0549706830420734	0.074681794293394	0.0584802305551057	0.0765336163617041	0.0697249384135697	0.0678993000711053	0.0736047326753502	0.0591048953772521	0.0990395657561393	0.0776271195818	0.0599373426544964	0.0796822195417686
